"Name","Strain","L-code","Snomed-CT","Mnemonic"
"Aureimonas altamirensis","Aureimonas altamirensis DSM 100027 DSM","L-108EE","708495002","Aureisalt"
"Aureimonas altamirensis","Aureimonas altamirensis DSM 100027 DSM","L-108EE","708495002","Aureisalt"
"Aureimonas altamirensis","Aureimonas altamirensis DSM 21988T DSM","L-108EE","708495002","Aureisalt"
"Aureimonas altamirensis","Aureimonas altamirensis DSM 21988T DSM","L-108EE","708495002","Aureisalt"
"Aureobasidium melanogenum","Aureobasidium melanogenum F66 LLH",,,"Aureommel"
"Aureobasidium melanogenum","Aureobasidium melanogenum RV490_II_2011_03 PSB",,,"Aureommel"
"Aureobasidium pullulans","Aureobasidium pullulans 111116_13 IMD","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans 111116_13 IMD","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans 2008_305137 MUZ","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans 2008_305137 MUZ","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans 8125042_b SLT","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans 8125042_b SLT","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans AL335 NIH","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans AL335 NIH","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans ATCC 12535 T85 NIH","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans ATCC 12535 T85 NIH","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 2404 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 2404 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 3042 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 3042 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 3497 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 3497 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 6402 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans DSM 6402 DSM","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans MY_RV5_2008 ERL","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans MY_RV5_2008 ERL","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans RV_05 VML","L-45121","39129008","Aureompul"
"Aureobasidium pullulans","Aureobasidium pullulans RV_05 VML","L-45121","39129008","Aureompul"
"Arthroderma flavescens","Arthroderma flavescens CBS 474_78 CBS",,,"bacacp"
"Austwickia chelonae","Austwickia chelonae DSM 44178T DSM","L-14502","7791000146105","Austwache"
"Austwickia chelonae","Austwickia chelonae DSM 44178T DSM","L-14502","7791000146105","Austwache"
"Avibacterium avium","Avibacterium avium DSM 18557T DSM","L-2F1BD","429411001","Avibamavi"
"Avibacterium avium","Avibacterium avium DSM 18557T DSM","L-2F1BD","429411001","Avibamavi"
"Avibacterium endocarditidis","Avibacterium endocarditidis DSM 18224T DSM","L-2F1B3","3121000146102","Avibamend"
"Avibacterium endocarditidis","Avibacterium endocarditidis DSM 18224T DSM","L-2F1B3","3121000146102","Avibamend"
"Avibacterium gallinarum","Avibacterium gallinarum DSM 17481T DSM","L-2F1B9","429076006","Avibamgal"
"Avibacterium gallinarum","Avibacterium gallinarum DSM 17481T DSM","L-2F1B9","429076006","Avibamgal"
"Arthroderma gertleri","Arthroderma gertleri CBS 141575T CBS",,,"bacacp"
"Arthroderma gertleri","Arthroderma gertleri CBS 598_66 CBS",,,"bacacp"
"Avibacterium volantium","Avibacterium volantium DSM 18578T DSM","L-2F1BE","429469007","Avibamvol"
"Avibacterium volantium","Avibacterium volantium DSM 18578T DSM","L-2F1BE","429469007","Avibamvol"
"Azoarcus communis","Azoarcus communis DSM 12120T DSM","L-102C5","427759008","Azoarscom"
"Azoarcus communis","Azoarcus communis DSM 12120T DSM","L-102C5","427759008","Azoarscom"
"Azoarcus communis","Azoarcus communis Swub3 MPB","L-102C5","427759008","Azoarscom"
"Azoarcus communis","Azoarcus communis Swub3 MPB","L-102C5","427759008","Azoarscom"
"Azoarcus indigens","Azoarcus indigens DSM 12121T DSM","L-10315","429485002","Azoarsind"
"Azoarcus indigens","Azoarcus indigens DSM 12121T DSM","L-10315","429485002","Azoarsind"
"Azoarcus indigens","Azoarcus indigens VB32 MPB","L-10315","429485002","Azoarsind"
"Azoarcus indigens","Azoarcus indigens VB32 MPB","L-10315","429485002","Azoarsind"
"Azoarcus sp","Azoarcus sp BH72 MPB","L-10313","429480007","Azoarsspe"
"Azoarcus sp","Azoarcus sp BH72 MPB","L-10313","429480007","Azoarsspe"
"Azohydromonas lata","Azohydromonas lata DSM 1122T DSM","L-11309","7801000146109","Azohyslat"
"Azohydromonas lata","Azohydromonas lata DSM 1122T DSM","L-11309","7801000146109","Azohyslat"
"B1817","B1817",,,"X"
"B2043","B2043",,,"X"
"Bacillus acidicola","Bacillus acidicola DSM 14745T DSM",,"3131000146100","Bacilsaci"
"Bacillus agaradhaerens","Bacillus agaradhaerens DSM 8721T DSM","L-1226E","429112003","Salipsaga"
"Bacillus agaradhaerens","Bacillus agaradhaerens DSM 8721T DSM","L-1226E","429112003","Salipsaga"
"Bacillus akibai","Bacillus akibai CIP 109018T CIP","L-1220B","3141000146108","Alkalhsaki"
"Bacillus akibai","Bacillus akibai CIP 109018T CIP","L-1220B","3141000146108","Alkalhsaki"
"Bacillus alcalophilus","Bacillus alcalophilus B446 UFL","L-12227","90547001","Alkalhsalc"
"Bacillus alcalophilus","Bacillus alcalophilus B446 UFL","L-12227","90547001","Alkalhsalc"
"Bacillus alcalophilus","Bacillus alcalophilus DSM 485T DSM","L-12227","90547001","Alkalhsalc"
"Bacillus alcalophilus","Bacillus alcalophilus DSM 485T DSM","L-12227","90547001","Alkalhsalc"
"Bacillus algicola","Bacillus algicola CIP 107850T CIP","L-1223D","428278005","Alkalhsalg"
"Bacillus algicola","Bacillus algicola CIP 107850T CIP","L-1223D","428278005","Alkalhsalg"
"Bacillus altitudinis","Bacillus altitudinis CS 542_4 BRB",,"699342006","Bacilsalt"
"Bacillus altitudinis","Bacillus altitudinis CS 809_1 BRB",,"699342006","Bacilsalt"
"Bacillus alveayuensis","Bacillus alveayuensis CIP 108784T CIP",,"3151000146106","Bacilsalv"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens CIP 103265T CIP","L-12244","82289003","Bacilsamy"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens CIP 103265T CIP","L-12244","82289003","Bacilsamy"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens ssp amyloliquefaciens CICC 10075 CICC","L-12244","82289003","Bacilsamy"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens ssp amyloliquefaciens CICC 10075 CICC","L-12244","82289003","Bacilsamy"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens ssp amyloliquefaciens CICC 10079 CICC","L-12244","82289003","Bacilsamy"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens ssp amyloliquefaciens CICC 10079 CICC","L-12244","82289003","Bacilsamy"
"Bacillus amyloliquefaciens_ssp_plantarum","Bacillus amyloliquefaciens_ssp_plantarum CICC 20037 CICC","L-12244","82289003","bacacp"
"Bacillus amyloliquefaciens_ssp_plantarum","Bacillus amyloliquefaciens_ssp_plantarum CICC 20037 CICC","L-12244","82289003","bacacp"
"Bacillus amyloliquefaciens_ssp_plantarum","Bacillus amyloliquefaciens_ssp_plantarum CICC 23981_b CICC","L-12244","82289003","bacacp"
"Bacillus amyloliquefaciens_ssp_plantarum","Bacillus amyloliquefaciens_ssp_plantarum CICC 23981_b CICC","L-12244","82289003","bacacp"
"Bacillus amyloliquefaciens_ssp_plantarum","Bacillus amyloliquefaciens_ssp_plantarum CICC 23985_b CICC","L-12244","82289003","bacacp"
"Bacillus amyloliquefaciens_ssp_plantarum","Bacillus amyloliquefaciens_ssp_plantarum CICC 23985_b CICC","L-12244","82289003","bacacp"
"Bacillus anthracis","Bacillus anthracis 10340","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 10340","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 109","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 109","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 1328","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 1328","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 1536","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 1536","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 2-27","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 2-27","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 2620","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 2620","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 3-33","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 3-33","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 4-33","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 4-33","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 5-35","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 5-35","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 5444","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 5444","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 7752","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 7752","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 7753","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 7753","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 7936","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 7936","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 8234","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis 8234","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A65","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A65","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A67","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A67","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A70","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A70","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A73","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A73","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A76","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A76","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A79","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A79","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A83","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A83","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A85","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A85","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A86","L-12202","21927003","Bacilsant"
"Bacillus anthracis","Bacillus anthracis A86","L-12202","21927003","Bacilsant"
"Bacillus aquimaris","Bacillus aquimaris DSM 16205T DSM","L-1222B","423188000","Rosseaaqu"
"Bacillus aquimaris","Bacillus aquimaris DSM 16205T DSM","L-1222B","423188000","Rosseaaqu"
"Bacillus asahii","Bacillus asahii CIP 108638T CIP","L-1226F","429115001","Peribsasa"
"Bacillus asahii","Bacillus asahii CIP 108638T CIP","L-1226F","429115001","Peribsasa"
"Bacillus atrophaeus","Bacillus atrophaeus CICC 23987 CICC","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus CICC 23987 CICC","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 2277 DSM","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 2277 DSM","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 5551 DSM","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 5551 DSM","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 675 DSM","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 675 DSM","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 7264T DSM","L-12254","113450006","Bacilsatr"
"Bacillus atrophaeus","Bacillus atrophaeus DSM 7264T DSM","L-12254","113450006","Bacilsatr"
"Bacillus azotoformans","Bacillus azotoformans DSM 1046T DSM","L-12242","72997009","Schinaazo"
"Bacillus azotoformans","Bacillus azotoformans DSM 1046T DSM","L-12242","72997009","Schinaazo"
"Bacillus badius","Bacillus badius DSM 23T DSM","L-12228","33457001","Bacilsbad"
"Bacillus badius","Bacillus badius DSM 23T DSM","L-12228","33457001","Bacilsbad"
"Bacillus bataviensis","Bacillus bataviensis DSM 15601T DSM","L-12293","429246006","Neobasbat"
"Bacillus bataviensis","Bacillus bataviensis DSM 15601T DSM","L-12293","429246006","Neobasbat"
"Bacillus benzoevorans","Bacillus benzoevorans DSM 5391T DSM","L-12246","39232002","Bacilsben"
"Bacillus benzoevorans","Bacillus benzoevorans DSM 5391T DSM","L-12246","39232002","Bacilsben"
"Arthroderma gertleri","Arthroderma gertleri CBS 665_77 CBS",,,"bacacp"
"Bacillus carboniphilus","Bacillus carboniphilus DSM 17613T DSM","L-12255","113451005","Bacilscar"
"Bacillus carboniphilus","Bacillus carboniphilus DSM 17613T DSM","L-12255","113451005","Bacilscar"
"Arthroderma gertleri","Arthroderma gertleri CBS 666_77 CBS",,,"bacacp"
"Bacillus cereus","Bacillus cereus 4080 LBK","L-12205","84408007","Bacilscer"
"Bacillus cereus","Bacillus cereus 4080 LBK","L-12205","84408007","Bacilscer"
"Bacillus cereus","Bacillus cereus 994000168 LBK","L-12205","84408007","Bacilscer"
"Bacillus cereus","Bacillus cereus 994000168 LBK","L-12205","84408007","Bacilscer"
"Bacillus cereus","Bacillus cereus CICC 23949 CICC","L-12205","84408007","Bacilscer"
"Bacillus cereus","Bacillus cereus CICC 23949 CICC","L-12205","84408007","Bacilscer"
"Bacillus cereus","Bacillus cereus DSM 31T DSM","L-12205","84408007","Bacilscer"
"Bacillus cereus","Bacillus cereus DSM 31T DSM","L-12205","84408007","Bacilscer"
"Arthroderma gloriae","Arthroderma gloriae CBS 228_79 CBS",,,"bacacp"
"Arthroderma gloriae","Arthroderma gloriae CBS 663_77 CBS",,,"bacacp"
"Bacillus circulans","Bacillus circulans 16089927_2 MVD","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans 16089927_2 MVD","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans 16089927_3 MVD","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans 16089927_3 MVD","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans 71040 RQCL","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans 71040 RQCL","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans AK_7_3 IMHM","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans AK_7_3 IMHM","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans CS 220_1a BRB","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans CS 220_1a BRB","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans DSM 11T DSM","L-12210","71812004","Niallascir"
"Bacillus circulans","Bacillus circulans DSM 11T DSM","L-12210","71812004","Niallascir"
"Bacillus clarkii","Bacillus clarkii DSM 8720T DSM","L-12257","113453008","Evansacla"
"Bacillus clarkii","Bacillus clarkii DSM 8720T DSM","L-12257","113453008","Evansacla"
"Bacillus clausii","Bacillus clausii DSM 2512 DSM","L-12258","113454002","Shoucacla"
"Bacillus clausii","Bacillus clausii DSM 2512 DSM","L-12258","113454002","Shoucacla"
"Bacillus clausii","Bacillus clausii DSM 2525 DSM","L-12258","113454002","Shoucacla"
"Bacillus clausii","Bacillus clausii DSM 2525 DSM","L-12258","113454002","Shoucacla"
"Bacillus clausii","Bacillus clausii DSM 8716T DSM","L-12258","113454002","Shoucacla"
"Bacillus clausii","Bacillus clausii DSM 8716T DSM","L-12258","113454002","Shoucacla"
"Bacillus clausii","Bacillus clausii DSM 8716T DSM_2","L-12258","113454002","Shoucacla"
"Bacillus clausii","Bacillus clausii DSM 8716T DSM_2","L-12258","113454002","Shoucacla"
"Bacillus coagulans","Bacillus coagulans B321 UFL","L-12212","81346002","Weizmacoa"
"Bacillus coagulans","Bacillus coagulans B321 UFL","L-12212","81346002","Weizmacoa"
"Bacillus coagulans","Bacillus coagulans DSM 1T DSM","L-12212","81346002","Weizmacoa"
"Bacillus coagulans","Bacillus coagulans DSM 1T DSM","L-12212","81346002","Weizmacoa"
"Bacillus cohnii","Bacillus cohnii DSM 6307T DSM","L-12259","113455001","Sutclacoh"
"Bacillus cohnii","Bacillus cohnii DSM 6307T DSM","L-12259","113455001","Sutclacoh"
"Arthroderma gloriae","Arthroderma gloriae CBS 664_77 CBS",,,"bacacp"
"Arthroderma insingulare","Arthroderma insingulare CBS 521_71 CBS",,,"bacacp"
"Arthroderma insingulare","Arthroderma insingulare CBS 522_71 CBS",,,"bacacp"
"Arthroderma lenticulare","Arthroderma lenticulare CBS 307_65 CBS",,,"bacacp"
"Bacillus decolorationis","Bacillus decolorationis DSM 14890T DSM","L-1227A","429116000","Alkalhsdec"
"Bacillus decolorationis","Bacillus decolorationis DSM 14890T DSM","L-1227A","429116000","Alkalhsdec"
"Bacillus drentensis","Bacillus drentensis DSM 15600T DSM","L-1223B","428129008","Neobasdre"
"Bacillus drentensis","Bacillus drentensis DSM 15600T DSM","L-1223B","428129008","Neobasdre"
"Bacillus endophyticus","Bacillus endophyticus CICC 24016 CICC","L-1227E","429137008","Priesaend"
"Bacillus endophyticus","Bacillus endophyticus CICC 24016 CICC","L-1227E","429137008","Priesaend"
"Bacillus endophyticus","Bacillus endophyticus DSM 13796T DSM","L-1227E","429137008","Priesaend"
"Bacillus endophyticus","Bacillus endophyticus DSM 13796T DSM","L-1227E","429137008","Priesaend"
"Bacillus farraginis","Bacillus farraginis DSM 16013T DSM","L-12294","429348009","Siminafar"
"Bacillus farraginis","Bacillus farraginis DSM 16013T DSM","L-12294","429348009","Siminafar"
"Bacillus fastidiosus","Bacillus fastidiosus DSM 91T DSM","L-12219","35784003","Metabsfas"
"Bacillus fastidiosus","Bacillus fastidiosus DSM 91T DSM","L-12219","35784003","Metabsfas"
"Bacillus firmus","Bacillus firmus DSM 12T DSM","L-12214","13430008","Cytobsfir"
"Bacillus firmus","Bacillus firmus DSM 12T DSM","L-12214","13430008","Cytobsfir"
"Bacillus flexus","Bacillus flexus 100331_30 USP","L-12262","113458004","Priesafle"
"Bacillus flexus","Bacillus flexus 100331_30 USP","L-12262","113458004","Priesafle"
"Bacillus flexus","Bacillus flexus DSM 1320T DSM","L-12262","113458004","Priesafle"
"Bacillus flexus","Bacillus flexus DSM 1320T DSM","L-12262","113458004","Priesafle"
"Bacillus fordii","Bacillus fordii DSM 16014T DSM","L-1221C","417062004","Siminafor"
"Bacillus fordii","Bacillus fordii DSM 16014T DSM","L-1221C","417062004","Siminafor"
"Bacillus fortis","Bacillus fortis DSM 16012T DSM","L-1222F","427859002","Siminafort"
"Bacillus fortis","Bacillus fortis DSM 16012T DSM","L-1222F","427859002","Siminafort"
"Bacillus funiculus","Bacillus funiculus DSM 15141T DSM","L-1224A","428387004","Ectobsfun"
"Bacillus funiculus","Bacillus funiculus DSM 15141T DSM","L-1224A","428387004","Ectobsfun"
"Bacillus galactosidilyticus","Bacillus galactosidilyticus DSM 15595T DSM","L-1223A","427864003","Lederagal"
"Bacillus galactosidilyticus","Bacillus galactosidilyticus DSM 15595T DSM","L-1223A","427864003","Lederagal"
"Arthroderma lenticulare","Arthroderma lenticulare CBS 308_65 CBS",,,"bacacp"
"Bacillus gibsonii","Bacillus gibsonii CS 231_11b BRB","L-12264","113460002","Alkalhsgib"
"Bacillus gibsonii","Bacillus gibsonii CS 231_11b BRB","L-12264","113460002","Alkalhsgib"
"Bacillus gibsonii","Bacillus gibsonii DSM 8722T DSM","L-12264","113460002","Alkalhsgib"
"Bacillus gibsonii","Bacillus gibsonii DSM 8722T DSM","L-12264","113460002","Alkalhsgib"
"Arthroderma lenticulare","Arthroderma lenticulare CBS 309_65 CBS",,,"bacacp"
"Arthroderma melis","Arthroderma melis CBS 669_8T CBS",,,"bacacp"
"Arthroderma multifidum","Arthroderma multifidum CBS 420_71 CBS",,,"bacacp"
"Bacillus halmapalus","Bacillus halmapalus DSM 8723T DSM","L-12266","113462005","Sutclahala"
"Bacillus halmapalus","Bacillus halmapalus DSM 8723T DSM","L-12266","113462005","Sutclahala"
"Bacillus halodurans","Bacillus halodurans DSM 497T DSM","L-12269","113465007","Alkalhshal"
"Bacillus halodurans","Bacillus halodurans DSM 497T DSM","L-12269","113465007","Alkalhshal"
"Ascomycete (Mycoshaerellaceae)","Ascomycete (Mycoshaerellaceae) AL192 NIH",,,"bacacp"
"Ascomycete (Pestalotiopsis","Ascomycete (Pestalotiopsis species) AL225 NIH",,,"bacacp"
"Aspergillus aculeatus","Aspergillus aculeatus clade (A. niger complex) AL164 NIH",,,"bacacp"
"Bacillus horikoshii","Bacillus horikoshii DSM 8719T DSM","L-12271","113467004","Sutclahor"
"Bacillus horikoshii","Bacillus horikoshii DSM 8719T DSM","L-12271","113467004","Sutclahor"
"Bacillus horneckiae","Bacillus horneckiae 130212_03 SCH","L-122AC","448654000","Cytobshor"
"Bacillus horneckiae","Bacillus horneckiae 130212_03 SCH","L-122AC","448654000","Cytobshor"
"Bacillus horneckiae","Bacillus horneckiae DSM 23495T DSM","L-122AC","448654000","Cytobshor"
"Bacillus horneckiae","Bacillus horneckiae DSM 23495T DSM","L-122AC","448654000","Cytobshor"
"Bacillus horti","Bacillus horti DSM 12751T DSM","L-1227F","429138003","Bacilshort"
"Bacillus horti","Bacillus horti DSM 12751T DSM","L-1227F","429138003","Bacilshort"
"Bacillus humi","Bacillus humi DSM 16318T DSM","L-12281","429139006","Frediahum"
"Bacillus humi","Bacillus humi DSM 16318T DSM","L-12281","429139006","Frediahum"
"Bacillus hwajinpoensis","Bacillus hwajinpoensis DSM 16206T DSM","L-1226B","429035002","Alkalhshwa"
"Bacillus hwajinpoensis","Bacillus hwajinpoensis DSM 16206T DSM","L-1226B","429035002","Alkalhshwa"
"Aspergillus aculeatus","Aspergillus aculeatus clade (A. niger complex) AL221 NIH",,,"bacacp"
"Bacillus indicus","Bacillus indicus DSM 15820T DSM","L-1228A","429145003","Metabsind"
"Bacillus indicus","Bacillus indicus DSM 15820T DSM","L-1228A","429145003","Metabsind"
"Bacillus infantis","Bacillus infantis CICC 23954 CICC","L-122A0","432698009","Bacilsinf"
"Bacillus infantis","Bacillus infantis CICC 23954 CICC","L-122A0","432698009","Bacilsinf"
"Bacillus infantis","Bacillus infantis CICC 23977 CICC","L-122A0","432698009","Bacilsinf"
"Bacillus infantis","Bacillus infantis CICC 23977 CICC","L-122A0","432698009","Bacilsinf"
"Bacillus infantis","Bacillus infantis CIP 109493T CIP","L-122A0","432698009","Bacilsinf"
"Bacillus infantis","Bacillus infantis CIP 109493T CIP","L-122A0","432698009","Bacilsinf"
"Bacillus infantis","Bacillus infantis DSM 19098T DSM","L-122A0","432698009","Bacilsinf"
"Bacillus infantis","Bacillus infantis DSM 19098T DSM","L-122A0","432698009","Bacilsinf"
"Bacillus jeotgali","Bacillus jeotgali DSM 18226T DSM","L-1227D","429127003","Mesobsjeo"
"Bacillus jeotgali","Bacillus jeotgali DSM 18226T DSM","L-1227D","429127003","Mesobsjeo"
"Aspergillus aculeatus","Aspergillus aculeatus clade (A. niger complex) AL296 NIH",,,"bacacp"
"Aspergillus aculeatus","Aspergillus aculeatus clade (A. niger complex) AL297 NIH",,,"bacacp"
"Aspergillus aculeatus","Aspergillus aculeatus clade (A. niger complex) AL310 NIH",,,"bacacp"
"Bacillus krulwichiae","Bacillus krulwichiae DSM 18225T DSM","L-1227C","429126007","Alkalhskru"
"Bacillus krulwichiae","Bacillus krulwichiae DSM 18225T DSM","L-1227C","429126007","Alkalhskru"
"Bacillus lentus","Bacillus lentus DSM 5221 DSM","L-12230","3020006","Lederalen"
"Bacillus lentus","Bacillus lentus DSM 5221 DSM","L-12230","3020006","Lederalen"
"Bacillus lentus","Bacillus lentus DSM 9T DSM","L-12230","3020006","Lederalen"
"Bacillus lentus","Bacillus lentus DSM 9T DSM","L-12230","3020006","Lederalen"
"Bacillus licheniformis","Bacillus licheniformis 992000432 LBK","L-12204","74867004","Bacilslic"
"Bacillus licheniformis","Bacillus licheniformis 992000432 LBK","L-12204","74867004","Bacilslic"
"Bacillus licheniformis","Bacillus licheniformis CICC 23972 CICC","L-12204","74867004","Bacilslic"
"Bacillus licheniformis","Bacillus licheniformis CICC 23972 CICC","L-12204","74867004","Bacilslic"
"Bacillus licheniformis","Bacillus licheniformis CS 54_1 BRB","L-12204","74867004","Bacilslic"
"Bacillus licheniformis","Bacillus licheniformis CS 54_1 BRB","L-12204","74867004","Bacilslic"
"Bacillus licheniformis","Bacillus licheniformis DSM 13T DSM","L-12204","74867004","Bacilslic"
"Bacillus licheniformis","Bacillus licheniformis DSM 13T DSM","L-12204","74867004","Bacilslic"
"Aspergillus alabamensis","Aspergillus alabamensis (A. terreus complex) AL306 NIH",,,"bacacp"
"Aspergillus brevipes","Aspergillus brevipes CBS 467.91T T35 NIH",,,"bacacp"
"Bacillus luciferensis","Bacillus luciferensis DSM 18845T DSM","L-1229C","429675009","Gottfaluc"
"Bacillus luciferensis","Bacillus luciferensis DSM 18845T DSM","L-1229C","429675009","Gottfaluc"
"Aspergillus chevalieri","Aspergillus chevalieri (A. glaucus group) AL75 NIH",,"71581007","bacacp"
"Bacillus marisflavi","Bacillus marisflavi DSM 16204T DSM","L-1222A","424425003","Rosseamar"
"Bacillus marisflavi","Bacillus marisflavi DSM 16204T DSM","L-1222A","424425003","Rosseamar"
"Bacillus megaterium","Bacillus megaterium DSM 1668 DSM","L-12207","79109002","Priesameg"
"Bacillus megaterium","Bacillus megaterium DSM 1668 DSM","L-12207","79109002","Priesameg"
"Bacillus megaterium","Bacillus megaterium DSM 2894 DSM","L-12207","79109002","Priesameg"
"Bacillus megaterium","Bacillus megaterium DSM 2894 DSM","L-12207","79109002","Priesameg"
"Bacillus megaterium","Bacillus megaterium DSM 32T DSM","L-12207","79109002","Priesameg"
